500 0.000310
1000 0.001228
1500 0.002749
2000 0.004879
2500 0.007672
3000 0.010973
3500 0.014935
4000 0.019461
4500 0.024631
5000 0.030398
5500 0.036788
6000 0.043799
6500 0.051384
7000 0.059621
7500 0.068452
8000 0.077888
8500 0.088077
9000 0.086583
9500 0.096153
10000 0.103153
